Data,Discurso,Fase,Hora,Orador,Publicação,Sessão,Sumário
06/11/2018,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=15.2018.N&nuQuarto=30414&nuOrador=4&nuInsercao=4&dtHorarioQuarto=11:32&sgFaseSessao=HO&Data=06/11/2018&txApelido=JAIR BOLSONARO, PSL-RJ&txFaseSessao=Homenagem&txTipoSessao=Outro Evento&dtHoraQuarto=11:32&txEtapa=",HOMENAGEM,11h32,"JAIR BOLSONARO, PSL-RJ",no_link,15.2018.N,"Transcurso do 30º aniversário de promulgação da Constituição Federal.
"
03/07/2018,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=170.4.55.O&nuQuarto=41&nuOrador=2&nuInsercao=0&dtHorarioQuarto=16:32&sgFaseSessao=BC&Data=03/07/2018&txApelido=JAIR BOLSONARO, PSL-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=16:32&txEtapa=",BREVES COMUNICAÇÕES,16h32,"JAIR BOLSONARO, PSL-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=82&Datain=04/07/2018&txSuplemento=,170.4.55.O,"Contestação a matéria publicada pelo jornal Folha de S.Paulo, de autoria de Mônica Bergamo, a respeito de interpelação ao Parlamentar por passageira em aeroporto de São Paulo, Estado de São Paulo."
24/04/2018,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=087.4.55.O&nuQuarto=41&nuOrador=2&nuInsercao=0&dtHorarioQuarto=16:40&sgFaseSessao=GE&Data=24/04/2018&txApelido=JAIR BOLSONARO, PSL-RJ&txFaseSessao=Grande Expediente&txTipoSessao=Deliberativa Ordinária - CD&dtHoraQuarto=16:40&txEtapa=",GRANDE EXPEDIENTE,16h40,"JAIR BOLSONARO, PSL-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=87&Datain=25/04/2018&txSuplemento=,087.4.55.O,Agradecimento ao eleitorado do Estado do Espírito Santo pela preferência pelo orador em pesquisas de intenção de voto para a sucessão presidencial.
03/04/2018,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=058.4.55.O&nuQuarto=43&nuOrador=2&nuInsercao=0&dtHorarioQuarto=12:36&sgFaseSessao=BC&Data=03/04/2018&txApelido=JAIR BOLSONARO, PSL-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=12:36&txEtapa=",BREVES COMUNICAÇÕES,12h36,"JAIR BOLSONARO, PSL-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=84&Datain=04/04/2018&txSuplemento=,058.4.55.O,"Exortação ao povo brasileiro para realização de atos públicos a favor da rejeição, pelo Supremo Tribunal Federal, de habeas corpus impetrado em defesa do ex-Presidente Luiz Inácio Lula da Silva."
08/11/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=339.3.55.O&nuQuarto=19&nuOrador=2&nuInsercao=69&dtHorarioQuarto=17:48&sgFaseSessao=OD&Data=08/11/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=17:48&txEtapa=",ORDEM DO DIA,17h48,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=242&Datain=09/11/2017&txSuplemento=,339.3.55.O,Improcedência das acusações do Deputado Glauber Braga.
07/11/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=336.3.55.O&nuQuarto=21&nuOrador=1&nuInsercao=137&dtHorarioQuarto=17:58&sgFaseSessao=OD&Data=07/11/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=17:58&txEtapa=",ORDEM DO DIA,17h58,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=332&Datain=08/11/2017&txSuplemento=,336.3.55.O,"Apoio à aprovação do Projeto de Lei nº 6.424-A, de 2016, sobre a criação, no âmbito do Tribunal Superior Eleitoral, do Centro Cultural da Justiça Eleitoral - CCJE. Apelo ao Presidente do Tribunal Superior Eleitoral, Ministro Gilmar Mendes, para a implantação do voto impresso nas eleições de 2018."
25/10/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=322.3.55.O&nuQuarto=71&nuOrador=3&nuInsercao=351&dtHorarioQuarto=16:50&sgFaseSessao=OD&Data=25/10/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=16:50&txEtapa=",ORDEM DO DIA,16h50,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=269&Datain=26/10/2017&txSuplemento=,322.3.55.O,"Votação nominal do parecer da Comissão de Constituição e Justiça e de Cidadania com conclusão pela inadmissibilidade da denúncia da Procuradoria-Geral da República e pelo indeferimento da solicitação de autorização para a instauração do Processo nº 2, de 2017, pelo Supremo Tribunal Federal, referente à denúncia formulada pelo Ministério Público Federal em desfavor do Presidente Michel Temer e dos Ministros de Estado, Eliseu Lemos Padilha e Wellington Moreira Franco.
"
05/10/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=293.3.55.O&nuQuarto=15&nuOrador=2&nuInsercao=0&dtHorarioQuarto=09:42&sgFaseSessao=BC&Data=05/10/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=09:42&txEtapa=",BREVES COMUNICAÇÕES,9h42,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=27&Datain=06/10/2017&txSuplemento=,293.3.55.O,"Anúncio de visita do orador a Belém, Estado do Pará, para participação em debate sobre a política nacional. Congratulações aos Deputados pela garantia da obrigatoriedade de impressão concernente aos votos dados por meio das urnas eletrônicas no Brasil."
04/10/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=288.3.55.O&nuQuarto=73&nuOrador=2&nuInsercao=0&dtHorarioQuarto=14:04&sgFaseSessao=BC&Data=04/10/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=14:04&txEtapa=",BREVES COMUNICAÇÕES,14h04,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=74&Datain=05/10/2017&txSuplemento=,288.3.55.O,"Elogio à aprovação, na Comissão de Relações Exteriores e de Defesa Nacional, de projeto de anistia a policiais militares. Contrariedade ao posicionamento do Deputado Vicente Candido sobre a retirada da obrigatoriedade de voto impresso nas eleições de 2018."
04/10/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=288.3.55.O&nuQuarto=33&nuOrador=2&nuInsercao=0&dtHorarioQuarto=12:44&sgFaseSessao=BC&Data=04/10/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=12:44&txEtapa=",BREVES COMUNICAÇÕES,12h44,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=39&Datain=05/10/2017&txSuplemento=,288.3.55.O,"Defesa de adoção do voto impresso no Brasil, para possibilidade de auditagem das eleições."
27/09/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=280.3.55.O&nuQuarto=18&nuOrador=1&nuInsercao=43&dtHorarioQuarto=18:20&sgFaseSessao=OD&Data=27/09/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=18:20&txEtapa=",ORDEM DO DIA,18h20,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=415&Datain=28/09/2017&txSuplemento=,280.3.55.O,"Inadmissibilidade de descumprimento, pelo Tribunal Superior Eleitoral, de preceito legal sobre a adoção integral do voto impresso em 2018."
02/08/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=199.3.55.O&nuQuarto=22&nuOrador=2&nuInsercao=291&dtHorarioQuarto=14:36&sgFaseSessao=OD&Data=02/08/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=14:36&txEtapa=",ORDEM DO DIA,14h36,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=284&Datain=03/08/2017&txSuplemento=,199.3.55.O,"Votação nominal do parecer da Comissão de Constituição e Justiça e de Cidadania, pelo indeferimento da Solicitação para a Instauração do Processo nº 1, de 2017, a respeito de denúncia do Ministério Público Federal contra o Presidente Michel Temer.
"
13/06/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.3.55.O&nuQuarto=70&nuOrador=1&nuInsercao=0&dtHorarioQuarto=11:50&sgFaseSessao=BC&Data=13/06/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=11:50&txEtapa=",BREVES COMUNICAÇÕES,11h50,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=98&Datain=14/06/2017&txSuplemento=,156.3.55.O,"Defesa do fim das indicações partidárias para cargos do Poder Executivo. Contrariedade à proposta de emenda à Constituição relativa à antecipação das eleições diretas para Presidente da República. Antagonismo do orador ao  ex-Presidente Luiz Inácio Luiz da Silva e ao PT. 
"
17/05/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=123.3.55.O&nuQuarto=18&nuOrador=1&nuInsercao=6&dtHorarioQuarto=19:16&sgFaseSessao=OD&Data=17/05/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=19:16&txEtapa=",ORDEM DO DIA,19h16,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=159&Datain=18/05/2017&txSuplemento=,123.3.55.O,Apelo ao Presidente Michel Temer de aposição de veto integral ao projeto de lei sobre a instituição da Lei de Migração e disciplinamento do acesso e estada de estrangeiros no Brasil.
16/05/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=117.3.55.O&nuQuarto=1&nuOrador=1&nuInsercao=1&dtHorarioQuarto=09:30&sgFaseSessao=HO&Data=16/05/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Homenagem&txTipoSessao=Não Deliberativa Solene - CD&dtHoraQuarto=09:30&txEtapa=",HOMENAGEM,9h30,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=116&Datain=17/05/2017&txSuplemento=,117.3.55.O,"Sessão Solene em homenagem aos 65 anos do Esquadrão de Demonstração Aérea - EDA - Esquadrilha da Fumaça

As notas taquigráficas desta Sessão Não Deliberativa Solene poderão ser solicitadas ao Departamento de Taquigrafia, Revisão e Redação - DETAQ.

"
10/05/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=109.3.55.O&nuQuarto=52&nuOrador=2&nuInsercao=0&dtHorarioQuarto=12:42&sgFaseSessao=BC&Data=10/05/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=12:42&txEtapa=",BREVES COMUNICAÇÕES,12h42,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=49&Datain=11/05/2017&txSuplemento=,109.3.55.O,Crítica à extrema esquerda pela tentativa de relativização da propriedade privada no Brasil.
10/05/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=110.3.55.O_1&nuQuarto=19&nuOrador=2&nuInsercao=0&dtHorarioQuarto=10:58&sgFaseSessao=HO&Data=10/05/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Homenagem&txTipoSessao=Não Deliberativa Solene - CD&dtHoraQuarto=10:58&txEtapa=",HOMENAGEM,10h58,"JAIR BOLSONARO, PSC-RJ",no_link,110.3.55.O_1,"Sessão Solene em homenagem à criação do Estado de Israel
"
10/05/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=110.3.55.O&nuQuarto=1&nuOrador=1&nuInsercao=11&dtHorarioQuarto=09:30&sgFaseSessao=HO&Data=10/05/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Homenagem&txTipoSessao=Não Deliberativa Solene - CD&dtHoraQuarto=09:30&txEtapa=",HOMENAGEM,9h30,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=179&Datain=11/05/2017&txSuplemento=,110.3.55.O,"Sessão Solene em homenagem à criação do Estado de Israel

As notas taquigráficas desta Sessão Não Deliberativa Solene poderão ser solicitadas ao Departamento de Taquigrafia, Revisão e Redação - DETAQ.
"
18/04/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=079.3.55.O&nuQuarto=68&nuOrador=2&nuInsercao=0&dtHorarioQuarto=16:08&sgFaseSessao=BC&Data=18/04/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=16:08&txEtapa=",BREVES COMUNICAÇÕES,16h08,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=65&Datain=19/04/2017&txSuplemento=,079.3.55.O,"Críticas à minissérie intitulada Os dias eram assim, exibida pela TV Globo."
12/04/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=073.3.55.O&nuQuarto=11&nuOrador=1&nuInsercao=0&dtHorarioQuarto=09:20&sgFaseSessao=BC&Data=12/04/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=09:20&txEtapa=",BREVES COMUNICAÇÕES,9h20,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=18&Datain=13/04/2017&txSuplemento=,073.3.55.O,Críticas a projeto sobre migração em tramitação no Senado Federal.
16/03/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=034.3.55.O&nuQuarto=25&nuOrador=2&nuInsercao=0&dtHorarioQuarto=09:48&sgFaseSessao=BC&Data=16/03/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=09:48&txEtapa=",BREVES COMUNICAÇÕES,9h48,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=25&Datain=17/03/2017&txSuplemento=,034.3.55.O,Apoio aos policiais militares do Estado do Espírito Santo em momento de reivindicação por melhores salários. Repúdio ao desrespeito do Governo capixaba à categoria. Inexistência de influência do orador sobre o movimento grevista dos policiais militares. Críticas à postura da mídia em relação ao orador e ao Deputado Carlos Manato.
15/03/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=031.3.55.O&nuQuarto=52&nuOrador=1&nuInsercao=0&dtHorarioQuarto=14:14&sgFaseSessao=BC&Data=15/03/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=14:14&txEtapa=",BREVES COMUNICAÇÕES,14h14,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=58&Datain=16/03/2017&txSuplemento=,031.3.55.O,"Suspeita de obtenção de nióbio brasileiro por empresa chinesa, a partir do processamento de rejeitos de mineração, no Município de Cajati, Estado de São Paulo. Necessidade de ação do Governo Federal para proteção das riquezas minerais do Brasil."
09/03/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=024.3.55.O&nuQuarto=46&nuOrador=2&nuInsercao=1&dtHorarioQuarto=10:30&sgFaseSessao=OD&Data=09/03/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=10:30&txEtapa=",ORDEM DO DIA,10h30,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=46&Datain=10/03/2017&txSuplemento=,024.3.55.O,"Relato da visita do orador ao Centro de Pesquisas Avançadas em Grafeno da Universidade Presbiteriana Mackenzie. Preocupação diante da ampliação de área indígena no Município de Miracatu, Estado de São Paulo, em face da existência de reservas de grafeno."
21/02/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=013.3.55.O&nuQuarto=68&nuOrador=2&nuInsercao=19&dtHorarioQuarto=12:14&sgFaseSessao=OD&Data=21/02/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=12:14&txEtapa=",ORDEM DO DIA,12h14,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=76&Datain=22/02/2017&txSuplemento=,013.3.55.O,"Posicionamento contrário do orador a aprovação do Projeto de Lei nº 3.792, de 2015, que estabelece o sistema de garantia de direitos de crianças e adolescentes vítimas e testemunhas de violência, e dá outras providências.
"
02/02/2017,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=001.3.55.P&nuQuarto=109&nuOrador=2&nuInsercao=0&dtHorarioQuarto=12:40&sgFaseSessao=OD&Data=02/02/2017&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Preparatória&dtHoraQuarto=12:40&txEtapa=",ORDEM DO DIA,12h40,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=57&Datain=03/02/2017&txSuplemento=,001.3.55.P,Discurso proferido na condição de candidato ao cargo de Presidente da Casa.
20/12/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=340.2.55.O&nuQuarto=50&nuOrador=1&nuInsercao=0&dtHorarioQuarto=10:52&sgFaseSessao=BC&Data=20/12/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=10:52&txEtapa=",BREVES COMUNICAÇÕES,10h52,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=41&Datain=21/12/2016&txSuplemento=,340.2.55.O,"Solidariedade ao Pastor Silas Malafaia, alvo de mandado de condução coercitiva em operação da Polícia Federal. Denúncia de prática de abuso de autoridade contra o orador pela magistratura brasileira."
06/12/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=322.2.55.O&nuQuarto=1&nuOrador=2&nuInsercao=43&dtHorarioQuarto=18:48&sgFaseSessao=OD&Data=06/12/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=18:48&txEtapa=",ORDEM DO DIA,18h48,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=176&Datain=07/12/2016&txSuplemento=,322.2.55.O,"Orientação da respectiva bancada para votação do substitutivo da Comissão Especial do Projeto de Lei nº 2.516, de 2015, que institui a Lei de Migração."
06/12/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=322.2.55.O&nuQuarto=1&nuOrador=2&nuInsercao=60&dtHorarioQuarto=18:48&sgFaseSessao=OD&Data=06/12/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=18:48&txEtapa=",ORDEM DO DIA,18h48,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=251&Datain=07/12/2016&txSuplemento=,322.2.55.O,"Posicionamento do orador contrário ao Projeto de Lei nº 2.516, de 2015, que institui a Lei de Migração."
06/12/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=321.2.55.O&nuQuarto=49&nuOrador=3&nuInsercao=0&dtHorarioQuarto=15:36&sgFaseSessao=PE&Data=06/12/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Pequeno Expediente&txTipoSessao=Deliberativa Ordinária - CD&dtHoraQuarto=15:36&txEtapa=",PEQUENO EXPEDIENTE,15h36,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=48&Datain=07/12/2016&txSuplemento=,321.2.55.O,"Defesa de redução da taxa de juros SELIC como forma de economia de recursos públicos. Críticas ao primeiro mandato presidencial do PT ante a política de incentivo ao consumo, com consequente endividamento da sociedade brasileira."
06/12/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=321.2.55.O&nuQuarto=11&nuOrador=2&nuInsercao=0&dtHorarioQuarto=14:20&sgFaseSessao=PE&Data=06/12/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Pequeno Expediente&txTipoSessao=Deliberativa Ordinária - CD&dtHoraQuarto=14:20&txEtapa=",PEQUENO EXPEDIENTE,14h20,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=30&Datain=07/12/2016&txSuplemento=,321.2.55.O,"Usurpação, pelo Supremo Tribunal Federal, de poderes do Legislativo."
23/11/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=305.2.55.O&nuQuarto=59&nuOrador=3&nuInsercao=0&dtHorarioQuarto=23:26&sgFaseSessao=BC&Data=23/11/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=23:26&txEtapa=",BREVES COMUNICAÇÕES,23h26,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=241&Datain=24/11/2016&txSuplemento=,305.2.55.O,"Visita ao Estado de Roraima para verificação de questões indigenistas, ambientais e de imigração de venezuelanos ao Brasil. Defesa de construção de hidrelétricas no Rio Cotingo para regularização do fornecimento de energia elétrica em Roraima. Necessidade de regulamentação pelo Congresso Nacional da exploração de nióbio no Estado."
23/11/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=305.2.55.O&nuQuarto=47&nuOrador=2&nuInsercao=0&dtHorarioQuarto=23:02&sgFaseSessao=BC&Data=23/11/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=23:02&txEtapa=",BREVES COMUNICAÇÕES,23h02,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=237&Datain=24/11/2016&txSuplemento=,305.2.55.O,"Prejuízos para a imagem do Parlamento de eventual aprovação da proposta de anistia do crime de caixa dois.
"
09/11/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=288.2.55.O&nuQuarto=50&nuOrador=3&nuInsercao=0&dtHorarioQuarto=18:06&sgFaseSessao=BC&Data=09/11/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=18:06&txEtapa=",BREVES COMUNICAÇÕES,18h06,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=132&Datain=10/11/2016&txSuplemento=,288.2.55.O,Restrição de ação do orador quando da exigência de confidencialidade de documentos esclarecedores sobre denúncia de crime de lesa-pátria.
26/10/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=276.2.55.O&nuQuarto=11&nuOrador=2&nuInsercao=0&dtHorarioQuarto=13:10&sgFaseSessao=BC&Data=26/10/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Deliberativa Extraordinária - CD&dtHoraQuarto=13:10&txEtapa=",BREVES COMUNICAÇÕES,13h10,"JAIR BOLSONARO, PSC-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=17&Datain=27/10/2016&txSuplemento=,276.2.55.O,"Ameaça de radicalização ideológica, de desordem social e de luta armada no Brasil com incentivo do PT."
26/10/2016,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=277.2.55.O_1&nuQuarto=28&nuOrador=3&nuInsercao=0&dtHorarioQuarto=11:48&sgFaseSessao=HO&Data=26/10/2016&txApelido=JAIR BOLSONARO, PSC-RJ&txFaseSessao=Homenagem&txTipoSessao=Não Deliberativa Solene - CD&dtHoraQuarto=11:48&txEtapa=",HOMENAGEM,11h48,"JAIR BOLSONARO, PSC-RJ",no_link,277.2.55.O_1,"Sessão Solene em comemoração aos 65 anos de fundação do Conselho Federal de Medicina - CFM.
"
