Data,Discurso,Fase,Hora,Orador,Publicação,Sessão,Sumário
24/11/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=335.1.54.O&nuQuarto=20&nuOrador=1&nuInsercao=0&dtHorarioQuarto=14:57&sgFaseSessao=PE&Data=24/11/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Pequeno Expediente&txTipoSessao=Ordinária - CD&dtHoraQuarto=14:57&txEtapa=",PEQUENO EXPEDIENTE,14h57,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=63498&Datain=25/11/2011&txSuplemento=,335.1.54.O,"Protesto contra a retomada, pelo Ministério da Educação, do debate sobre a distribuição do chamado kit gay ao alunato de escolas públicas."
24/11/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=335.1.54.O&nuQuarto=12&nuOrador=2&nuInsercao=0&dtHorarioQuarto=14:33&sgFaseSessao=PE&Data=24/11/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Pequeno Expediente&txTipoSessao=Ordinária - CD&dtHoraQuarto=14:33&txEtapa=",PEQUENO EXPEDIENTE,14h33,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=63493&Datain=25/11/2011&txSuplemento=,335.1.54.O,"Descumprimento, pela Presidenta Dilma Rousseff, do compromisso de recomposição dos soldos dos integrantes das Forças Armadas brasileiras."
24/11/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=334.1.54.O&nuQuarto=21&nuOrador=2&nuInsercao=0&dtHorarioQuarto=09:40&sgFaseSessao=BC&Data=24/11/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=09:40&txEtapa=",BREVES COMUNICAÇÕES,9h40,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=63444&Datain=25/11/2011&txSuplemento=,334.1.54.O,Protesto contra a elaboração pelo Ministério da Educação de material didático com orientação homossexual destinado a alunos da rede pública de ensino.
09/11/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=316.1.54.O&nuQuarto=47&nuOrador=1&nuInsercao=0&dtHorarioQuarto=15:02&sgFaseSessao=BC&Data=09/11/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=15:02&txEtapa=",BREVES COMUNICAÇÕES,15h02,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=60904&Datain=10/11/2011&txSuplemento=,316.1.54.O,"Solicitação ao Ministro da Defesa, Celso Amorim, de esclarecimento sobre a recomposição dos soldos dos integrantes das Forças Armadas brasileiras e as razões da evasão de oficiais e praças da instituição e da não votação da Medida Provisória nº 2.215, de 2001, a respeito da remuneração dos militares."
09/11/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=016.1.54.N&nuQuarto=12&nuOrador=1&nuInsercao=0&dtHorarioQuarto=10:38&sgFaseSessao=HO&Data=09/11/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Homenagem&txTipoSessao=Solene - CN&dtHoraQuarto=10:38&txEtapa=",HOMENAGEM,10h38,"JAIR BOLSONARO, PP-RJ",no_link,016.1.54.N,Comemoração dos 70 anos do Ministério da Aeronáutica e da Força Aérea Brasileira.
09/11/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=315.1.54.O&nuQuarto=19&nuOrador=2&nuInsercao=0&dtHorarioQuarto=10:00&sgFaseSessao=BC&Data=09/11/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=10:00&txEtapa=",BREVES COMUNICAÇÕES,10h00,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=60858&Datain=10/11/2011&txSuplemento=,315.1.54.O,"Solicitação ao Ministro da Defesa, Celso Amorim, de esclarecimento sobre a política salarial dos integrantes das Forças Armadas brasileiras, e sobre as razões da evasão de Oficiais e Praças da instituição e da não votação da medida provisória a respeito da remuneração dos militares."
31/10/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=303.1.54.O&nuQuarto=24&nuOrador=1&nuInsercao=0&dtHorarioQuarto=14:46&sgFaseSessao=PE&Data=31/10/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Pequeno Expediente&txTipoSessao=Ordinária - CD&dtHoraQuarto=14:46&txEtapa=",PEQUENO EXPEDIENTE,14h46,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=59443&Datain=01/11/2011&txSuplemento=,303.1.54.O,Posicionamento do orador contrário ao projeto de lei a respeito da adoção de medidas corretivas na educação de crianças. Contrariedade à criação de cota para professor e estagiário homossexuais em escolas de ensino fundamental.
31/10/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=303.1.54.O&nuQuarto=8&nuOrador=2&nuInsercao=0&dtHorarioQuarto=14:14&sgFaseSessao=PE&Data=31/10/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Pequeno Expediente&txTipoSessao=Ordinária - CD&dtHoraQuarto=14:14&txEtapa=",PEQUENO EXPEDIENTE,14h14,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=59433&Datain=01/11/2011&txSuplemento=,303.1.54.O,"Precariedade do sistema de saúde pública no País. Críticas à atuação da Esquerda, especialmente do PT."
31/10/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=302.1.54.O&nuQuarto=1&nuOrador=1&nuInsercao=5&dtHorarioQuarto=10:00&sgFaseSessao=HO&Data=31/10/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Homenagem&txTipoSessao=Solene - CD&dtHoraQuarto=10:00&txEtapa=",HOMENAGEM,10h00,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=59287&Datain=01/11/2011&txSuplemento=,302.1.54.O,"Sessão Solene em homenagem ao Dia do Pediatra. (As notas taquigráficas desta sessão solene poderão ser solicitadas ao Departamento de Taquigrafia, Revisão e Redação - DETAQ).




"
05/10/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=271.1.54.O&nuQuarto=46&nuOrador=2&nuInsercao=22&dtHorarioQuarto=11:34&sgFaseSessao=OD&Data=05/10/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Extraordinária - CD&dtHoraQuarto=11:34&txEtapa=",ORDEM DO DIA,11h34,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=55369&Datain=06/10/2011&txSuplemento=,271.1.54.O,"Impossibilidade de cumprimento do disposto no Estatuto da Juventude pelas Prefeituras Municipais brasileiras. Conveniência de concessão de mais tempo ao Plenário para exame do parecer oferecido à matéria.
"
05/10/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=271.1.54.O&nuQuarto=18&nuOrador=1&nuInsercao=0&dtHorarioQuarto=09:34&sgFaseSessao=BC&Data=05/10/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=09:34&txEtapa=",BREVES COMUNICAÇÕES,9h34,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=55340&Datain=06/10/2011&txSuplemento=,271.1.54.O,Recomendação aos postulantes ao cargo de Prefeito Municipal e aos atuais gestores municipais brasileiros para leitura do texto do projeto de lei acerca da criação do Estatuto da Juventude. Defesa de rejeição da matéria pela Casa. Saudações aos integrantes do Exército Brasileiro. Baixa remuneração dos membros das Forças Armadas brasileiras. Protesto contra a não votação pela Casa da medida provisória sobre a recomposição dos soldos dos militares.
05/10/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=271.1.54.O&nuQuarto=4&nuOrador=2&nuInsercao=0&dtHorarioQuarto=09:06&sgFaseSessao=BC&Data=05/10/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=09:06&txEtapa=",BREVES COMUNICAÇÕES,9h06,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=55335&Datain=06/10/2011&txSuplemento=,271.1.54.O,Alerta aos gestores municipais brasileiros sobre o teor do projeto de lei referente à instituição do Estatuto da Juventude.
04/10/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=270.1.54.O&nuQuarto=2&nuOrador=1&nuInsercao=5&dtHorarioQuarto=18:34&sgFaseSessao=OD&Data=04/10/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Extraordinária - CD&dtHoraQuarto=18:34&txEtapa=",ORDEM DO DIA,18h34,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=55111&Datain=05/10/2011&txSuplemento=,270.1.54.O,Discussão do Projeto de Lei 4.529 de 2004 (Dispõe sobre o  Estatuto da Juventude e dá outras providências). Avaliação crítica da matéria.
21/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=255.1.54.O&nuQuarto=1&nuOrador=2&nuInsercao=67&dtHorarioQuarto=18:30&sgFaseSessao=OD&Data=21/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Extraordinária - CD&dtHoraQuarto=18:30&txEtapa=",ORDEM DO DIA,18h30,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=53034&Datain=22/09/2011&txSuplemento=,255.1.54.O,"Levanta questão de ordem  sobre a impossibilidade de apreciação do   Projeto de Lei 7.376 de 2010 (Cria a Comissão Nacional da Verdade no âmbito da Casa Civil da Presidência da República), estando a pauta sobrestada por medida provisória. 

"
21/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=255.1.54.O&nuQuarto=1&nuOrador=2&nuInsercao=75&dtHorarioQuarto=18:30&sgFaseSessao=OD&Data=21/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Extraordinária - CD&dtHoraQuarto=18:30&txEtapa=",ORDEM DO DIA,18h30,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=53041&Datain=22/09/2011&txSuplemento=,255.1.54.O,Discussão do Projeto de Lei 7.376 de 2010 (Cria a Comissão Nacional da Verdade no âmbito da Casa Civil da Presidência da República). Avaliação crítica da matéria.
21/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=255.1.54.O&nuQuarto=1&nuOrador=2&nuInsercao=44&dtHorarioQuarto=18:30&sgFaseSessao=OD&Data=21/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Extraordinária - CD&dtHoraQuarto=18:30&txEtapa=",ORDEM DO DIA,18h30,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=53013&Datain=22/09/2011&txSuplemento=,255.1.54.O,"Razões do posicionamento contrário do orador ao  Requerimento de regime de urgência  para o Projeto de Lei 7.376 de 2010 (Cria a Comissão Nacional da Verdade, no âmbito da Casa Civil da Presidência da República).

"
21/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=255.1.54.O&nuQuarto=1&nuOrador=2&nuInsercao=94&dtHorarioQuarto=18:30&sgFaseSessao=OD&Data=21/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Extraordinária - CD&dtHoraQuarto=18:30&txEtapa=",ORDEM DO DIA,18h30,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=53066&Datain=22/09/2011&txSuplemento=,255.1.54.O,"Encaminhamento da votação da Emenda 7, destacada,    que altera o § 3º do art. 4º do Projeto de Lei 7.376 de 2010 (Cria a Comissão Nacional da Verdade no âmbito da Casa Civil da Presidência da República), que trata do dever dos servidores públicos e dos militares de colaborar com a Comissão, para acrescentar  a vedação, em caso de recusa, de oferecimento de denúncia criminal e a aplicação de qualquer  sanção punitiva, seja de caráter penal, administrativo ou disciplinar.  
"
21/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=255.1.54.O&nuQuarto=1&nuOrador=2&nuInsercao=24&dtHorarioQuarto=18:30&sgFaseSessao=OD&Data=21/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Extraordinária - CD&dtHoraQuarto=18:30&txEtapa=",ORDEM DO DIA,18h30,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=53007&Datain=22/09/2011&txSuplemento=,255.1.54.O,Apelo aos Parlamentares de rejeição do requerimento de regime de urgência urgentíssima para o  Projeto de Lei 7.376 de 2010 (Cria a Comissão Nacional da Verdade no âmbito da Casa Civil da Presidência da República). Solicitação de votação nominal do requerimento.
21/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=254.1.54.O&nuQuarto=52&nuOrador=1&nuInsercao=0&dtHorarioQuarto=15:12&sgFaseSessao=BC&Data=21/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=15:12&txEtapa=",BREVES COMUNICAÇÕES,15h12,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=52847&Datain=22/09/2011&txSuplemento=,254.1.54.O,Defesa de rejeição pela Casa do projeto de lei do Poder Executivo sobre a criação da Comissão Nacional da Verdade.
21/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=254.1.54.O&nuQuarto=15&nuOrador=2&nuInsercao=0&dtHorarioQuarto=13:58&sgFaseSessao=BC&Data=21/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=13:58&txEtapa=",BREVES COMUNICAÇÕES,13h58,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=52822&Datain=22/09/2011&txSuplemento=,254.1.54.O,"Posicionamento do orador contrário à criação da Comissão da Verdade, destinada à investigação de fatos ocorridos durante o regime militar."
21/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=253.1.54.O&nuQuarto=23&nuOrador=2&nuInsercao=0&dtHorarioQuarto=10:06&sgFaseSessao=BC&Data=21/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=10:06&txEtapa=",BREVES COMUNICAÇÕES,10h06,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=52764&Datain=22/09/2011&txSuplemento=,253.1.54.O,"Apelo aos Deputados de rejeição da proposta de criação da Comissão Nacional da Verdade.
"
21/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=253.1.54.O&nuQuarto=3&nuOrador=2&nuInsercao=0&dtHorarioQuarto=09:06&sgFaseSessao=BC&Data=21/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=09:06&txEtapa=",BREVES COMUNICAÇÕES,9h06,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=52748&Datain=22/09/2011&txSuplemento=,253.1.54.O,Apelo aos Deputados de rejeição da proposta de criação da chamada Comissão da Verdade.
20/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=252.1.54.O&nuQuarto=3&nuOrador=1&nuInsercao=69&dtHorarioQuarto=19:38&sgFaseSessao=OD&Data=20/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Extraordinária - CD&dtHoraQuarto=19:38&txEtapa=",ORDEM DO DIA,19h38,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=52531&Datain=21/09/2011&txSuplemento=,252.1.54.O,"Congratulações à Casa pela aprovação do projeto de lei sobre a concessão de anistia criminal a policiais e bombeiros militares. Repúdio do projeto de lei sobre a criação da chamada Comissão da Verdade, destinada ao esclarecimento de fatos ocorridos durante o regime militar. 
"
20/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=250.1.54.O&nuQuarto=1&nuOrador=1&nuInsercao=1&dtHorarioQuarto=10:00&sgFaseSessao=HO&Data=20/09/2011&txApelido=JAIR BOLSONARO (PRESIDENTE), PP-RJ&txFaseSessao=Homenagem&txTipoSessao=Solene - CD&dtHoraQuarto=10:00&txEtapa=",HOMENAGEM,10h00,"JAIR BOLSONARO (PRESIDENTE), PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=52187&Datain=21/09/2011&txSuplemento=,250.1.54.O,"Sessão Solene em homenagem à Equipe Brasileira que participou dos V Jogos Mundiais Militares. (As notas taquigráficas desta sessão solene poderão ser solicitadas ao Departamento de Taquigrafia, Revisão e Redação - DETAQ)."
20/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=250.1.54.O&nuQuarto=1&nuOrador=1&nuInsercao=4&dtHorarioQuarto=10:00&sgFaseSessao=HO&Data=20/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Homenagem&txTipoSessao=Solene - CD&dtHoraQuarto=10:00&txEtapa=",HOMENAGEM,10h00,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=52187&Datain=21/09/2011&txSuplemento=,250.1.54.O,"Sessão Solene em homenagem à Equipe Brasileira que participou dos V Jogos Mundiais Militares. (As notas taquigráficas desta sessão solene poderão ser solicitadas ao Departamento de Taquigrafia, Revisão e Redação - DETAQ)."
15/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=244.1.54.O&nuQuarto=21&nuOrador=2&nuInsercao=0&dtHorarioQuarto=09:40&sgFaseSessao=BC&Data=15/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=09:40&txEtapa=",BREVES COMUNICAÇÕES,9h40,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=50875&Datain=16/09/2011&txSuplemento=,244.1.54.O,"Apelo à Casa no sentido da rejeição do Projeto de Lei nº 7.376, de 2010, sobre a criação da Comissão Nacional da Verdade.





"
15/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=244.1.54.O&nuQuarto=9&nuOrador=2&nuInsercao=0&dtHorarioQuarto=09:16&sgFaseSessao=BC&Data=15/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=09:16&txEtapa=",BREVES COMUNICAÇÕES,9h16,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=50864&Datain=16/09/2011&txSuplemento=,244.1.54.O,"Não concessão de reajuste salarial aos servidores civis e militares da União em 2012, segundo afirmações da Ministra do Planejamento, Orçamento e Gestão Miriam Belchior. Descumprimento pela Presidenta Dilma Rousseff do compromisso assumido em campanha de manutenção da política de recomposição salarial adotada pelo Governo anterior."
14/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=243.1.54.O&nuQuarto=93&nuOrador=1&nuInsercao=0&dtHorarioQuarto=17:04&sgFaseSessao=GE&Data=14/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Grande Expediente&txTipoSessao=Ordinária - CD&dtHoraQuarto=17:04&txEtapa=",GRANDE EXPEDIENTE,17h04,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=50517&Datain=15/09/2011&txSuplemento=,243.1.54.O,"Posicionamento do orador contrário à aprovação, pela Casa, do projeto de lei sobre a instalação da Comissão da Verdade, destinada à investigação de crimes e abusos praticados durante o regime militar."
13/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=013.1.54.N&nuQuarto=8&nuOrador=2&nuInsercao=0&dtHorarioQuarto=20:52&sgFaseSessao=AB&Data=13/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Abertura&txTipoSessao=Extraordinária - CN&dtHoraQuarto=20:52&txEtapa=",ABERTURA,20h52,"JAIR BOLSONARO, PP-RJ",no_link,013.1.54.N,"Avaliação crítica do Projeto de Lei 7.376 de 2010 (Cria a Comissão Nacional da Verdade), em tramitação em regime de urgência. 
"
13/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=241.1.54.O&nuQuarto=33&nuOrador=1&nuInsercao=0&dtHorarioQuarto=15:04&sgFaseSessao=PE&Data=13/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Pequeno Expediente&txTipoSessao=Ordinária - CD&dtHoraQuarto=15:04&txEtapa=",PEQUENO EXPEDIENTE,15h04,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=50086&Datain=14/09/2011&txSuplemento=,241.1.54.O,"Críticas à proposta de criação da chamada Comissão da Verdade, destinada à apuração de casos de tortura, sequestros, desaparecimentos e violações de direitos humanos durante a ditadura militar."
06/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=234.1.54.O&nuQuarto=23&nuOrador=2&nuInsercao=0&dtHorarioQuarto=09:50&sgFaseSessao=BC&Data=06/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=09:50&txEtapa=",BREVES COMUNICAÇÕES,9h50,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=48378&Datain=07/09/2011&txSuplemento=,234.1.54.O,"Repúdio à proposta de distribuição, às bibliotecas públicas, de livros escolares sobre diversidade sexual destinados ao público infanto-juvenil, constante na pauta da 2ª Conferência Nacional de Políticas Públicas e Direitos Humanos de Lésbicas, Gays, Bissexuais, Travestis e Transexuais. Apresentação pelo Vereador Carlos Bolsonaro, da Câmara Municipal do Rio de Janeiro, de projeto de lei proibitivo da distribuição de materiais sobre diversidade sexual nas escolas de 1º grau."
06/09/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=234.1.54.O&nuQuarto=7&nuOrador=3&nuInsercao=0&dtHorarioQuarto=09:18&sgFaseSessao=BC&Data=06/09/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Breves Comunicações&txTipoSessao=Extraordinária - CD&dtHoraQuarto=09:18&txEtapa=",BREVES COMUNICAÇÕES,9h18,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=48370&Datain=07/09/2011&txSuplemento=,234.1.54.O,"Não alocação, no Orçamento Geral da União de 2012, de recursos para o reajuste salarial dos servidores públicos e dos militares das Forças Armadas brasileiras. Perda do poder aquisitivo dos militares."
30/08/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=225.1.54.O&nuQuarto=101&nuOrador=1&nuInsercao=48&dtHorarioQuarto=17:20&sgFaseSessao=OD&Data=30/08/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Ordinária - CD&dtHoraQuarto=17:20&txEtapa=",ORDEM DO DIA,17h20,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=45891&Datain=31/08/2011&txSuplemento=,225.1.54.O,"Caráter demagógico do anúncio de votos por Líderes partidários na Casa.
"
24/08/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=217.1.54.O&nuQuarto=45&nuOrador=2&nuInsercao=0&dtHorarioQuarto=15:28&sgFaseSessao=PE&Data=24/08/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Pequeno Expediente&txTipoSessao=Ordinária - CD&dtHoraQuarto=15:28&txEtapa=",PEQUENO EXPEDIENTE,15h28,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=44638&Datain=25/08/2011&txSuplemento=,217.1.54.O,Recuperação dos soldos e solução para os problemas relacionados à carreira dos integrantes das Forças Armadas brasileiras.
11/08/2011,"https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=201.1.54.O&nuQuarto=56&nuOrador=2&nuInsercao=23&dtHorarioQuarto=10:50&sgFaseSessao=OD&Data=11/08/2011&txApelido=JAIR BOLSONARO, PP-RJ&txFaseSessao=Ordem do Dia&txTipoSessao=Extraordinária - CD&dtHoraQuarto=10:50&txEtapa=",ORDEM DO DIA,10h50,"JAIR BOLSONARO, PP-RJ",http://imagem.camara.gov.br/dc_20.asp?selCodColecaoCsv=D&txPagina=40838&Datain=12/08/2011&txSuplemento=,201.1.54.O,"Obstrução do PP à votação do Projeto de Decreto Legislativo 1.351 de 2008 (Aprova o texto do Tratado de Extradição entre a República Federativa do  Brasil e a República Popular da China, celebrado em Brasília , em 12 de novembro de 2004), em votação nominal por força de verificação de votação.  

"
